-990,500,6
-810,564.3,6
-630,628.6,6
-450,693,6
-270,757.3,6
-90,757.3,6
90,757.3,6
270,757.3,6
450,725.1,6
630,693,6
810,660.8,6
990,628.6,6
1170,596.5,6
1350,564.3,6
1530,532.2,6
1710,500,6
