foila_bak
 1.00000     0.00000
 0.99331     0.00375
 0.98201     0.00819
 0.96814     0.01283
 0.95231     0.01807
 0.93474     0.02376
 0.91607     0.02980
 0.89704     0.03595
 0.87785     0.04225
 0.85851     0.04854
 0.83898     0.05501
 0.81912     0.06159
 0.79924     0.06818
 0.77974     0.07472
 0.76042     0.08105
 0.74098     0.08727
 0.72204     0.09315
 0.70343     0.09856
 0.68479     0.10361
 0.66627     0.10828
 0.64779     0.11252
 0.62906     0.11641
 0.61024     0.12001
 0.59152     0.12320
 0.57259     0.12601
 0.55337     0.12855
 0.53424     0.13078
 0.51503     0.13261
 0.49544     0.13416
 0.47586     0.13550
 0.45652     0.13649
 0.43699     0.13712
 0.41735     0.13752
 0.39802     0.13760
 0.37865     0.13730
 0.35907     0.13671
 0.33984     0.13588
 0.32080     0.13463
 0.30159     0.13303
 0.28266     0.13118
 0.26411     0.12892
 0.24550     0.12624
 0.22712     0.12327
 0.20931     0.11993
 0.19158     0.11611
 0.17426     0.11197
 0.15758     0.10745
 0.14122     0.10242
 0.12541     0.09707
 0.11042     0.09136
 0.09606     0.08526
 0.08265     0.07898
 0.07038     0.07259
 0.05930     0.06618
 0.04952     0.05991
 0.04104     0.05389
 0.03377     0.04820
 0.02761     0.04292
 0.02244     0.03803
 0.01809     0.03351
 0.01443     0.02934
 0.01135     0.02549
 0.00875     0.02191
 0.00657     0.01858
 0.00475     0.01545
 0.00325     0.01250
 0.00204     0.00971
 0.00111     0.00705
 0.00048     0.00450
 0.00011     0.00206
 0.00001    -0.00026
 0.00025    -0.00257
 0.00095    -0.00488
 0.00211    -0.00713
 0.00366    -0.00931
 0.00556    -0.01141
 0.00782    -0.01341
 0.01047    -0.01528
 0.01353    -0.01700
 0.01702    -0.01859
 0.02100    -0.02006
 0.02554    -0.02144
 0.03072    -0.02274
 0.03669    -0.02391
 0.04367    -0.02493
 0.05191    -0.02580
 0.06168    -0.02656
 0.07315    -0.02714
 0.08649    -0.02738
 0.10192    -0.02734
 0.11856    -0.02702
 0.13640    -0.02624
 0.15529    -0.02538
 0.17432    -0.02433
 0.19318    -0.02308
 0.21165    -0.02200
 0.22984    -0.02078
 0.24827    -0.01943
 0.26734    -0.01827
 0.28658    -0.01696
 0.30548    -0.01554
 0.32430    -0.01442
 0.34365    -0.01318
 0.36335    -0.01178
 0.38265    -0.01064
 0.40200    -0.00956
 0.42178    -0.00825
 0.44132    -0.00709
 0.46055    -0.00615
 0.48010    -0.00496
 0.49977    -0.00377
 0.51906    -0.00287
 0.53844    -0.00185
 0.55823    -0.00064
 0.57778     0.00036
 0.59711     0.00130
 0.61680     0.00253
 0.63654     0.00368
 0.65579     0.00469
 0.67490     0.00598
 0.69440     0.00729
 0.71386     0.00846
 0.73256     0.00979
 0.75082     0.01108
 0.76941     0.01207
 0.78826     0.01315
 0.80632     0.01401
 0.82357     0.01437
 0.84029     0.01476
 0.85632     0.01485
 0.87252     0.01449
 0.88852     0.01414
 0.90454     0.01320
 0.92070     0.01211
 0.93642     0.01057
 0.95216     0.00858
 0.96662     0.00648
 0.97943     0.00397
 0.99120     0.00143
 0.99507     0.00088
 1.00000     0.00000
