SEIL1331XC_CS2
 1.00000     0.00000
 0.99980     0.00004
 0.99920     0.00018
 0.99824     0.00039
 0.99691     0.00068
 0.99523     0.00105
 0.99321     0.00150
 0.99084     0.00202
 0.98814     0.00261
 0.98510     0.00328
 0.98174     0.00402
 0.97806     0.00483
 0.97407     0.00571
 0.96975     0.00666
 0.96514     0.00768
 0.96022     0.00877
 0.95500     0.00992
 0.94949     0.01114
 0.94369     0.01243
 0.93762     0.01378
 0.93126     0.01520
 0.92463     0.01668
 0.91774     0.01825
 0.91060     0.01987
 0.90321     0.02156
 0.89557     0.02332
 0.88772     0.02515
 0.87966     0.02703
 0.87138     0.02897
 0.86289     0.03097
 0.85422     0.03304
 0.84537     0.03514
 0.83634     0.03728
 0.82714     0.03946
 0.81779     0.04170
 0.80829     0.04395
 0.79865     0.04622
 0.78887     0.04853
 0.77898     0.05085
 0.76897     0.05318
 0.75885     0.05550
 0.74862     0.05784
 0.73831     0.06017
 0.72791     0.06247
 0.71742     0.06475
 0.70685     0.06701
 0.69622     0.06925
 0.68552     0.07143
 0.67475     0.07356
 0.66391     0.07566
 0.65303     0.07772
 0.64211     0.07970
 0.63112     0.08162
 0.62008     0.08349
 0.60902     0.08530
 0.59792     0.08703
 0.58678     0.08869
 0.57561     0.09028
 0.56442     0.09181
 0.55323     0.09325
 0.54200     0.09461
 0.53076     0.09591
 0.51953     0.09713
 0.50831     0.09826
 0.49708     0.09931
 0.48585     0.10029
 0.47466     0.10119
 0.46349     0.10199
 0.45233     0.10271
 0.44121     0.10336
 0.43013     0.10393
 0.41911     0.10440
 0.40811     0.10477
 0.39717     0.10508
 0.38630     0.10531
 0.37550     0.10543
 0.36475     0.10546
 0.35407     0.10542
 0.34348     0.10530
 0.33299     0.10508
 0.32256     0.10476
 0.31223     0.10438
 0.30201     0.10391
 0.29190     0.10334
 0.28188     0.10268
 0.27196     0.10196
 0.26218     0.10116
 0.25254     0.10026
 0.24299     0.09926
 0.23357     0.09821
 0.22430     0.09709
 0.21518     0.09587
 0.20619     0.09456
 0.19733     0.09320
 0.18864     0.09177
 0.18012     0.09025
 0.17174     0.08866
 0.16351     0.08701
 0.15547     0.08531
 0.14760     0.08352
 0.13989     0.08166
 0.13235     0.07976
 0.12501     0.07780
 0.11787     0.07577
 0.11089     0.07368
 0.10409     0.07156
 0.09751     0.06939
 0.09113     0.06716
 0.08492     0.06487
 0.07891     0.06256
 0.07313     0.06022
 0.06756     0.05782
 0.06217     0.05538
 0.05699     0.05293
 0.05204     0.05046
 0.04730     0.04794
 0.04276     0.04539
 0.03841     0.04287
 0.03431     0.04035
 0.03046     0.03781
 0.02683     0.03524
 0.02341     0.03267
 0.02022     0.03011
 0.01726     0.02753
 0.01447     0.02497
 0.01190     0.02250
 0.00964     0.02009
 0.00769     0.01766
 0.00595     0.01515
 0.00434     0.01267
 0.00293     0.01032
 0.00182     0.00809
 0.00103     0.00588
 0.00047     0.00366
 0.00010     0.00151
-0.00005    -0.00052
 0.00009    -0.00241
 0.00055    -0.00419
 0.00134    -0.00589
 0.00245    -0.00754
 0.00388    -0.00914
 0.00560    -0.01070
 0.00760    -0.01220
 0.00989    -0.01362
 0.01251    -0.01496
 0.01547    -0.01629
 0.01870    -0.01762
 0.02216    -0.01889
 0.02589    -0.02006
 0.02993    -0.02116
 0.03428    -0.02221
 0.03890    -0.02322
 0.04378    -0.02416
 0.04898    -0.02503
 0.05446    -0.02587
 0.06018    -0.02668
 0.06615    -0.02739
 0.07242    -0.02804
 0.07897    -0.02865
 0.08576    -0.02922
 0.09279    -0.02972
 0.10010    -0.03014
 0.10768    -0.03054
 0.11547    -0.03089
 0.12350    -0.03117
 0.13179    -0.03138
 0.14033    -0.03155
 0.14908    -0.03170
 0.15804    -0.03177
 0.16725    -0.03177
 0.17669    -0.03175
 0.18632    -0.03170
 0.19614    -0.03158
 0.20618    -0.03140
 0.21644    -0.03120
 0.22686    -0.03097
 0.23745    -0.03068
 0.24824    -0.03033
 0.25922    -0.02997
 0.27034    -0.02959
 0.28161    -0.02915
