SEIL1432XA_CS3
 1.00000     0.00000
 0.99980     0.00008
 0.99922     0.00032
 0.99829     0.00069
 0.99702     0.00120
 0.99542     0.00183
 0.99351     0.00258
 0.99130     0.00343
 0.98878     0.00439
 0.98597     0.00545
 0.98286     0.00659
 0.97948     0.00782
 0.97580     0.00912
 0.97184     0.01048
 0.96759     0.01192
 0.96306     0.01341
 0.95823     0.01496
 0.95311     0.01657
 0.94769     0.01827
 0.94201     0.02004
 0.93604     0.02187
 0.92981     0.02379
 0.92333     0.02580
 0.91661     0.02787
 0.90965     0.03000
 0.90245     0.03220
 0.89502     0.03448
 0.88739     0.03683
 0.87954     0.03922
 0.87148     0.04168
 0.86323     0.04421
 0.85482     0.04680
 0.84623     0.04942
 0.83746     0.05209
 0.82855     0.05483
 0.81950     0.05759
 0.81032     0.06038
 0.80100     0.06320
 0.79157     0.06606
 0.78206     0.06892
 0.77245     0.07176
 0.76273     0.07461
 0.75294     0.07746
 0.74309     0.08026
 0.73316     0.08302
 0.72313     0.08575
 0.71306     0.08844
 0.70293     0.09107
 0.69274     0.09361
 0.68246     0.09610
 0.67213     0.09853
 0.66177     0.10088
 0.65134     0.10312
 0.64084     0.10530
 0.63030     0.10740
 0.61974     0.10941
 0.60911     0.11130
 0.59842     0.11312
 0.58771     0.11487
 0.57698     0.11650
 0.56620     0.11803
 0.55538     0.11947
 0.54455     0.12084
 0.53371     0.12210
 0.52285     0.12324
 0.51196     0.12430
 0.50108     0.12529
 0.49022     0.12617
 0.47935     0.12693
 0.46846     0.12761
 0.45761     0.12822
 0.44680     0.12871
 0.43600     0.12909
 0.42522     0.12939
 0.41448     0.12962
 0.40382     0.12973
 0.39319     0.12972
 0.38258     0.12963
 0.37205     0.12947
 0.36161     0.12920
 0.35122     0.12881
 0.34087     0.12834
 0.33062     0.12780
 0.32049     0.12716
 0.31042     0.12639
 0.30042     0.12554
 0.29053     0.12464
 0.28078     0.12363
 0.27113     0.12250
 0.26156     0.12128
 0.25210     0.12001
 0.24280     0.11864
 0.23361     0.11717
 0.22453     0.11562
 0.21560     0.11401
 0.20682     0.11231
 0.19818     0.11051
 0.18966     0.10863
 0.18130     0.10670
 0.17311     0.10469
 0.16507     0.10258
 0.15717     0.10040
 0.14944     0.09818
 0.14189     0.09589
 0.13451     0.09351
 0.12727     0.09107
 0.12021     0.08860
 0.11336     0.08607
 0.10667     0.08346
 0.10014     0.08081
 0.09381     0.07813
 0.08769     0.07541
 0.08174     0.07262
 0.07596     0.06980
 0.07040     0.06697
 0.06504     0.06411
 0.05987     0.06119
 0.05488     0.05827
 0.05010     0.05534
 0.04554     0.05240
 0.04117     0.04943
 0.03699     0.04646
 0.03302     0.04352
 0.02928     0.04058
 0.02574     0.03763
 0.02240     0.03472
 0.01928     0.03185
 0.01640     0.02900
 0.01372     0.02617
 0.01125     0.02340
 0.00903     0.02071
 0.00705     0.01806
 0.00531     0.01545
 0.00379     0.01293
 0.00256     0.01050
 0.00163     0.00810
 0.00093     0.00568
 0.00039     0.00333
 0.00005     0.00114
 0.00002    -0.00092
 0.00028    -0.00290
 0.00079    -0.00481
 0.00152    -0.00657
 0.00255    -0.00813
 0.00401    -0.00954
 0.00590    -0.01095
 0.00807    -0.01244
 0.01037    -0.01389
 0.01289    -0.01514
