-630,506.53,6
-450,586.12,6
-270,665.71,6
-90,665.71,6
90,665.71,6
270,665.71,6
450,648.02,6
630,630.34,6
810,612.65,6
990,594.96,6
1170,577.28,6
1350,559.59,6
1530,541.9,6
1710,524.21,6
1890,506.53,6
